Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,team,match_url,id
Facundo Garcés,2.0,my MAS,CB,25-345,90,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,,,8d6fd021_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Jonny Castro,17.0,es ESP,RB,31-166,90,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,,,8d6fd021_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Antonio Sivera,1.0,es ESP,GK,29-005,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
16 Players,,,,,990,2,1,0,0,15,4,0,0,15,12,1,37,9,10,0,,,8d6fd021_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Iván Romero,9.0,es ESP,FW,24-128,78,0,0,0,0,3,1,0,0,1,4,0,1,2,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Sergio Lozano,21.0,es ESP,MF,26-145,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Brugui,7.0,es ESP,LM,28-285,85,0,0,0,0,1,1,0,0,2,0,2,1,1,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Carlos Álvarez,24.0,es ESP,MF,22-010,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Oriol Rey,20.0,es ESP,CM,27-172,90,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Pablo Martínez,10.0,es ESP,CM,27-175,84,0,0,0,0,2,0,0,0,5,0,0,2,0,1,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Matias Moreno,2.0,ar ARG,DF,21-326,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Víctor García,17.0,es ESP,RM,27-334,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
José Luis Morales,11.0,es ESP,"FW,MF",38-024,37,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Manu Sánchez,23.0,es ESP,LB,24-357,78,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Diego Pampín,6.0,es ESP,DF,25-154,12,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Jorge Cabello,14.0,es ESP,CB,21-113,90,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Unai Elgezabal,5.0,es ESP,CB,32-113,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Adrián de la Fuente,4.0,es ESP,CB,26-171,90,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Jeremy Toljan,22.0,de GER,RB,31-008,90,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Pablo Cuñat,1.0,es ESP,GK,23-110,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
16 Players,,,,,990,1,0,0,0,7,3,1,0,13,14,3,13,11,5,0,,,9800b6a1_summary,https://fbref.com/en/matches/a0d1ca80/Alaves-Levante-August-16-2025-La-Liga,45932207628643
Hugo Duro,9.0,es ESP,FW,25-279,67,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Domingos André Ribeiro Almeida,10.0,pt POR,"FW,MF",25-078,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Dani Raba,19.0,es ESP,FW,29-291,66,0,1,0,0,3,0,0,0,1,1,0,1,1,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Arnaut Danjuma,7.0,nl NED,"FW,MF",28-197,24,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Diego López,16.0,es ESP,LM,23-095,90,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
José Luis García Vayá,18.0,es ESP,CM,27-005,79,0,0,0,0,1,0,0,0,1,0,0,4,1,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Baptiste Santamaria,22.0,fr FRA,MF,30-160,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Javier Guerra,8.0,es ESP,CM,22-227,86,0,0,0,0,2,1,0,0,1,1,0,3,0,1,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Filip Ugrinic,23.0,ch SUI,"FW,MF",26-223,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Luis Rioja,11.0,es ESP,RM,31-304,90,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
José Luis Gayà,14.0,es ESP,LB,30-083,79,0,0,0,0,0,0,1,0,2,0,0,6,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Jesus Vazquez,21.0,es ESP,DF,22-226,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Copete,3.0,es ESP,CB,25-310,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
César Tárrega,5.0,es ESP,CB,23-171,90,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Dimitri Foulquier,20.0,fr FRA,RB,32-146,90,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Julen Agirrezabala,25.0,es ESP,GK,24-233,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
16 Players,,,,,990,1,1,0,0,18,2,1,0,5,11,1,24,5,5,0,,,dcc91a7b_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Mikel Oyarzabal,10.0,es ESP,FW,28-117,90,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Brais Méndez,23.0,es ESP,FW,28-221,67,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Orri Steinn Óskarsson,9.0,is ISL,FW,20-352,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Ander Barrenetxea,7.0,es ESP,LM,23-232,90,0,0,0,0,3,0,0,0,1,1,0,6,1,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Pablo Marín,28.0,es ESP,CM,22-044,90,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Beñat Turrientes,8.0,es ESP,CM,23-197,79,0,0,0,0,2,0,1,0,1,1,0,0,3,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Urko González,15.0,es ESP,"DF,MF",24-149,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Takefusa Kubo,14.0,jp JPN,RM,24-073,79,1,0,0,0,2,1,0,0,0,2,2,1,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Gonçalo Guedes,11.0,pt POR,"FW,MF",28-260,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Aihen Muñoz,3.0,es ESP,LB,28-000,79,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Sergio Gómez,17.0,es ESP,"DF,MF",24-346,11,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Duje Ćaleta-Car,16.0,hr CRO,CB,28-333,67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Aritz Elustondo,6.0,es ESP,DF,31-141,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Igor Zubeldia,5.0,es ESP,CB,28-139,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Jon Aramburu,2.0,ve VEN,RB,23-024,90,0,0,0,0,0,0,0,0,4,0,0,2,4,2,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Álex Remiro,1.0,es ESP,GK,30-145,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
16 Players,,,,,990,1,1,0,0,13,3,2,0,11,5,2,13,13,4,0,,,e31d1cd9_summary,https://fbref.com/en/matches/06f5a9d0/Valencia-Real-Sociedad-August-16-2025-La-Liga,261612402375946
Ferran Jutglà,9.0,es ESP,FW,26-197,66,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Borja Iglesias,7.0,es ESP,FW,32-212,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Williot Swedberg,19.0,se SWE,FW,21-197,56,0,0,0,0,0,0,1,0,4,3,0,0,1,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Jones El-Abdellaoui,39.0,ma MAR,FW,19-217,34,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Iago Aspas,10.0,es ESP,FW,38-016,90,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Mihailo Ristić,21.0,rs SRB,LM,29-290,56,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Bryan Zaragoza,15.0,es ESP,"FW,MF",23-342,34,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Ilaix Moriba,6.0,gn GUI,CM,22-210,90,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Fran Beltrán,8.0,es ESP,CM,26-195,56,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Hugo Sotelo,22.0,es ESP,MF,21-241,34,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Óscar Mingueza,3.0,es ESP,RM,26-096,90,0,0,0,0,1,0,0,0,0,3,0,11,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Marcos Alonso,20.0,es ESP,CB,34-232,90,0,0,0,0,2,0,1,0,3,2,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Yoel Lago,29.0,es ESP,CB,21-145,81,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Pablo Durán,18.0,es ESP,FW,24-084,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Javi Rodríguez,32.0,es ESP,CB,22-052,90,0,0,0,0,0,0,1,0,2,2,1,0,2,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Ionuț Radu,13.0,ro ROU,GK,28-081,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
16 Players,,,,,990,0,0,0,0,11,3,3,0,15,15,2,22,12,2,0,,,f25da7fb_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Christantus Uche,10.0,ng NGA,FW,22-090,90,1,1,0,0,2,1,1,0,5,2,0,0,1,0,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Adrián Liso,23.0,es ESP,FW,20-137,77,1,0,0,0,1,1,0,0,2,0,0,3,3,0,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Alex Sola,7.0,es ESP,"DF,MF",26-069,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Mauro Arambarri,8.0,uy URU,CM,29-321,90,0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Luis Milla,5.0,es ESP,CM,30-314,90,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Mario Martín,6.0,es ESP,CM,21-165,90,0,0,0,0,3,0,0,0,2,2,0,1,2,0,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Davinchi,26.0,es ESP,LB,17-305,90,0,0,0,0,1,0,0,0,1,0,0,1,3,1,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Diego Rico,16.0,es ESP,CB,32-175,90,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Djené,2.0,tg TOG,CB,33-229,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Iglesias,21.0,es ESP,CB,27-045,90,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Ismael Bekhoucha,31.0,ma MAR,RB,20-270,90,0,1,0,0,0,0,0,0,4,2,0,2,3,2,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
David Soria,13.0,es ESP,GK,32-135,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
12 Players,,,,,990,2,2,0,0,10,3,2,0,17,15,0,8,19,9,0,,,7848bd64_summary,https://fbref.com/en/matches/16d1156b/Celta-Vigo-Getafe-August-17-2025-La-Liga,213890159004110
Maroan Sannadi,21.0,ma MAR,FW,24-197,66,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Gorka Guruzeta,11.0,es ESP,FW,28-339,24,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Nico Williams,10.0,es ESP,AM,23-036,82,1,1,1,1,4,1,0,0,2,5,0,3,0,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Alejandro Rego,30.0,es ESP,MF,22-067,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Álex Berenguer,7.0,es ESP,AM,30-044,66,0,0,0,0,2,0,0,0,0,3,0,7,0,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Roberto Navarro,23.0,es ESP,MF,23-127,24,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Iñaki Williams,9.0,gh GHA,AM,31-063,90,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Mikel Jauregizar,18.0,es ESP,DM,21-277,90,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Iñigo Ruiz de Galarreta,16.0,es ESP,DM,32-011,77,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Mikel Vesga,6.0,es ESP,MF,32-088,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Yuri Berchiche,17.0,es ESP,LB,35-188,90,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Aitor Paredes,4.0,es ESP,CB,25-110,90,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Daniel Vivian,3.0,es ESP,CB,26-033,90,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Jesús Areso,12.0,es ESP,RB,26-046,82,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Andoni Gorosabel,2.0,es ESP,DF,29-013,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Unai Simón,1.0,es ESP,GK,28-067,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
16 Players,,,,,990,3,1,1,1,14,3,0,0,8,11,0,21,8,5,0,,,2b390eca_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Akor Adams,9.0,ng NGA,FW,25-200,90,0,1,0,0,3,2,0,0,0,0,5,1,0,0,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Stanis Idumbo,27.0,be BEL,LW,20-049,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Chidera Ejuke,21.0,ng NGA,"FW,MF",27-227,45,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Djibril Sow,20.0,ch SUI,AM,28-192,86,0,0,0,0,1,0,0,0,1,0,1,2,3,1,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Isaac Romero,7.0,es ESP,FW,25-091,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Lucien Agoume,18.0,fr FRA,AM,23-189,90,1,0,0,0,1,1,1,0,3,0,0,1,0,3,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Dodi Lukebakio,10.0,be BEL,RW,27-327,90,1,0,0,0,2,1,0,0,2,1,0,3,0,1,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Nemanja Gudelj,6.0,rs SRB,DM,33-274,81,0,0,0,0,1,1,0,0,1,1,0,1,3,1,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Marcão,23.0,br BRA,DF,29-073,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Carmona,2.0,es ESP,LB,23-200,90,0,0,0,0,1,1,0,0,0,2,0,1,0,2,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Kike Salas,4.0,es ESP,CB,23-116,90,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
Castrin,32.0,es ESP,CB,22-228,70,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,,,ad2be733_summary,https://fbref.com/en/matches/74a1258d/Athletic-Club-Sevilla-August-17-2025-La-Liga,116816986879103
